molecular_weight,num_rings,num_het_rings,num_atoms,num_het_atoms,fraction_CSP3,num_hba,num_hbd,num_rotatable_bonds,num_amide_bonds,logP,TPSA,pIC50
621.714,3,1,83,13,0.586206897,7,3,12,0,2.7583,124.69,8.3979397
579.787,5,3,84,9,0.53125,7,3,11,1,3.8382,110.18,8.3872166
691.84,5,2,99,11,0.461538462,5,4,14,3,3.2046,124.58,8.3767509
514.662,4,2,78,8,0.586206897,5,3,9,1,3.2359,97.29,8.3467875
616.77,4,2,92,10,0.588235294,5,4,16,2,2.4948,115.71,8.3279018
555.721,5,3,78,10,0.482758621,6,3,9,1,1.4277,117.48,8.3010302
546.693,5,2,73,9,0.3,6,3,9,1,3.7974,103.67,8.3010302
597.846,4,2,91,9,0.545454545,5,3,13,1,3.8536,108.25,8.3010302
569.748,5,3,81,10,0.5,6,3,10,1,1.8178,117.48,8.3010302
654.775,4,0,85,11,0.285714286,4,3,13,1,5.3921,103.32,8.3010302
452.619,4,2,71,6,0.555555556,4,3,9,1,2.6981,88.06,8.3010302
638.776,4,1,92,10,0.444444444,5,4,17,2,3.1361,115.71,8.2839966
579.787,5,3,84,9,0.53125,7,3,11,1,3.8382,110.18,8.2839966
540.681,5,3,81,9,0.6,7,3,10,1,2.4434,115.75,8.2676058
600.771,4,2,91,9,0.588235294,4,3,15,2,3.3799,95.48,8.2441254
593.814,5,3,87,9,0.545454545,7,3,11,1,4.14662,110.18,8.2441254
593.814,5,3,87,9,0.545454545,7,3,12,1,4.2283,110.18,8.2441254
466.646,4,2,74,6,0.571428571,4,3,8,1,3.0882,88.06,8.2365723
692.828,5,3,98,12,0.473684211,6,4,15,3,2.686,137.47,8.2291479
633.813,7,4,92,8,0.41025641,6,3,6,1,4.5209,110.06,8.2291479
709.836,4,0,93,13,0.297297297,7,3,17,1,4.6873,134.14,8.2218485
647.784,4,1,87,12,0.424242424,5,4,12,1,4.2679,115.35,8.2218485
695.784,5,1,87,13,0.277777778,5,3,13,2,4.3955,123.63,8.2218485
515.618,3,1,69,10,0.52,5,3,8,0,2.4295,106.23,8.2218485
533.608,3,1,69,11,0.52,5,3,7,0,2.7267,106.23,8.2218485
615.588,4,2,71,15,0.538461538,6,3,7,0,3.1254,115.46,8.2218485
433.39,3,2,49,11,0.3,7,2,5,1,2.4655,111.72,8.2218485
411.48,5,2,53,5,0.230769231,4,1,2,0,3.60512,60.38,8.2160969
679.829,4,1,98,11,0.447368421,5,4,17,3,3.2799,124.58,8.2146702
597.777,5,3,84,10,0.53125,7,3,11,1,3.9773,110.18,8.2146702
605.825,6,4,88,9,0.558823529,7,3,10,1,4.3708,110.18,8.2006598
468.482,5,3,54,7,0.107142857,4,1,4,0,5.6025,64.16,8.1877556
502.626,4,2,74,8,0.571428571,4,3,8,1,3.3664,88.06,8.1870871
502.626,4,2,74,8,0.571428571,4,3,8,1,3.3664,88.06,8.1611509
579.787,5,3,84,9,0.53125,7,3,11,1,3.8382,110.18,8.1611509
567.654,4,2,73,12,0.444444444,5,3,10,1,2.2011,108.25,8.1549015
567.776,5,2,83,9,0.516129032,5,3,10,1,2.9715,108.25,8.1549015
551.664,4,1,71,10,0.24137931,5,2,9,1,4.0673,120.15,8.1549015
606.581,3,2,71,16,0.625,7,3,8,0,2.9367,132.26,8.1549015
547.635,3,1,72,11,0.538461538,5,4,8,0,2.4215,109.39,8.1549015
593.814,5,3,87,9,0.545454545,7,3,11,1,4.2267,110.18,8.1426678
593.695,4,1,82,10,0.333333333,5,3,13,2,4.0937,100.41,8.1307678
587.763,3,1,84,11,0.466666667,6,3,8,2,1.4772,132.86,8.124939
616.682,5,2,76,12,0.322580645,6,3,10,1,3.4103,114.24,8.0969105
513.684,4,2,73,9,0.444444444,5,3,10,1,1.6587,108.25,8.0969105
577.727,5,2,78,10,0.322580645,6,3,11,1,2.415,117.48,8.0969105
632.807,4,0,87,11,0.382352941,6,4,13,2,2.75878,156.21,8.0969105
505.676,3,1,73,8,0.518518519,4,3,7,1,2.7242,100.08,8.0969105
510.655,5,3,77,8,0.586206897,6,3,8,1,2.8169,106.52,8.0969105
389.463,4,3,52,8,0.285714286,7,1,6,1,2.1705,102.29,8.0969095
470.018,4,3,58,8,0.375,6,2,7,0,3.7762,93.2,8.0969095
517.609,3,1,68,10,0.52,4,3,7,0,3.0606,89.16,8.0969095
463.516,5,3,57,7,0.142857143,6,1,4,0,4.2602,97.06,8.0830202
501.091,4,2,74,7,0.571428571,4,3,8,1,3.7416,88.06,8.0809221
592.711,4,2,83,10,0.363636364,5,3,13,2,4.0425,104.07,8.0655012
502.626,3,0,74,8,0.5,4,4,8,1,3.5335,98.53,8.0555172
695.809,4,0,90,13,0.277777778,7,3,16,1,3.7756,134.14,8.0457573
667.755,4,0,84,13,0.235294118,7,4,14,1,3.7349,145.14,8.0457573
511.668,5,2,71,9,0.444444444,5,3,9,1,1.4111,108.25,8.0457573
553.749,5,2,80,9,0.5,5,3,9,1,2.5814,108.25,8.0457573
574.742,5,2,86,8,0.470588235,6,3,8,1,3.8575,106.52,8.0457573
605.825,6,4,88,9,0.558823529,7,3,10,1,4.3708,110.18,8.036212
573.758,5,3,87,8,0.5,6,3,11,1,3.7767,110.18,8.031517
597.777,5,3,84,10,0.53125,7,3,11,1,3.9773,110.18,8.0222759
563.719,5,3,84,9,0.53125,7,3,11,1,3.3697,123.32,8.0177288
599.796,6,4,91,8,0.527777778,6,3,5,1,3.8801,110.06,8.0132284
609.813,5,3,88,10,0.545454545,8,3,12,1,3.8107,119.41,8.0087738
665.802,3,0,95,11,0.378378378,6,3,19,2,4.6278,117.07,8
612.738,3,0,88,10,0.411764706,5,4,17,2,3.236,115.71,8
681.782,4,0,87,13,0.257142857,7,3,15,1,3.9071,134.14,8
660.782,4,0,92,10,0.315789474,5,3,17,2,5.4935,104.71,8
690.808,4,0,96,11,0.333333333,6,3,18,2,5.5021,113.94,8
527.711,4,2,76,9,0.464285714,5,3,10,1,2.0472,108.25,8
422.435,4,2,51,8,0.173913043,5,1,4,1,3.37412,80.81,8
835.971,4,0,110,16,0.348837209,8,5,19,4,4.8733,183.24,8
417.488,4,3,55,7,0.25,5,1,5,1,3.4378,84.47,8
642.242,4,0,86,11,0.393939394,5,4,13,2,3.5405,132.42,8
426.398,4,2,48,9,0.136363636,5,1,5,1,3.5194,80.81,8
387.361,3,1,44,8,0.2,4,1,4,1,2.6393,67.92,8
401.388,3,1,47,8,0.238095238,4,1,5,1,3.0294,67.92,8
399.397,3,1,48,8,0.238095238,5,2,5,1,2.0522,88.15,8
427.451,3,1,54,8,0.304347826,5,2,7,1,2.8324,88.15,8
425.382,3,1,49,10,0.3,5,1,8,1,3.1958,77.15,8
425.382,3,1,49,10,0.3,5,1,8,1,3.3523,77.15,8
622.693,5,3,83,12,0.363636364,7,3,12,2,2.8676,122.53,8
417.553,4,2,62,5,0.384615385,4,2,6,1,4.51382,77.24,8
723.857,5,2,102,12,0.475,5,4,16,3,3.5679,124.58,8
378.411,4,3,47,8,0.2,6,1,4,1,2.1344,89.4,8
406.465,4,3,53,8,0.272727273,6,1,6,1,2.9146,89.4,8
422.485,4,3,49,8,0.181818182,6,1,5,1,3.5722,88.65,8
374.444,4,3,50,6,0.318181818,5,1,1,1,2.6631,80.81,8
575.689,3,1,78,11,0.571428571,5,3,9,0,3.6366,98.39,8
579.652,3,1,75,12,0.555555556,5,3,9,0,3.2147,98.39,8
552.633,4,2,77,10,0.586206897,4,3,8,1,4.2461,88.06,7.9586072
610.703,4,0,77,11,0.21875,5,3,13,1,3.5367,112.55,7.9586072
708.848,4,0,94,12,0.315789474,6,3,17,2,4.534,129.62,7.9586072
509.652,4,2,69,9,0.37037037,5,3,9,1,0.8819,108.25,7.9586072
637.823,4,0,90,11,0.411764706,6,4,14,2,2.8957,141.65,7.9586072
676.687,4,0,86,12,0.393939394,5,4,13,2,4.1939,132.42,7.9586072
424.976,3,2,59,6,0.375,4,2,6,1,5.2634,80.9,7.9586072
641.833,5,1,96,9,0.447368421,5,4,17,3,2.7557,124.58,7.9586072
505.676,4,1,73,8,0.555555556,5,3,7,0,2.7169,106.23,7.9586072
538.684,4,2,80,8,0.548387097,5,3,10,1,2.8351,97.29,7.9586072
563.788,5,3,83,8,0.53125,6,3,10,1,4.6018,100.95,7.9586072
757.88,5,0,97,13,0.219512195,7,3,17,1,5.4775,134.14,7.9208188
738.874,4,0,98,13,0.333333333,7,3,18,2,4.5426,138.85,7.9208188
417.387,3,1,48,9,0.238095238,5,1,5,1,2.4553,77.15,7.9208188
636.72,5,3,86,12,0.382352941,7,3,13,2,3.2577,122.53,7.9208188
375.835,3,2,45,8,0.277777778,5,2,3,1,2.9918,83.61,7.9208188
577.661,3,1,76,12,0.555555556,6,4,11,0,2.048,118.62,7.9208188
456.496,5,3,56,7,0.148148148,5,1,4,0,4.52762,73.27,7.8894105
676.85,4,0,92,10,0.315789474,5,3,17,2,5.8524,95.48,7.8860564
553.705,5,3,76,10,0.448275862,6,2,9,1,1.6359,114.32,7.8860564
688.792,5,0,86,11,0.184210526,4,3,13,1,5.9357,103.32,7.8860564
431.414,3,1,51,9,0.272727273,5,1,5,1,2.76372,77.15,7.8860564
611.685,4,1,82,11,0.333333333,5,3,13,2,4.2328,100.41,7.8860564
419.363,3,2,46,11,0.263157895,7,2,5,1,2.0754,111.72,7.8860564
563.634,3,1,73,12,0.538461538,6,4,10,0,2.0055,118.62,7.8860564
499.468,5,3,57,11,0.24,7,1,6,0,4.2799,85.33,7.8600001
550.642,4,2,78,10,0.586206897,5,3,9,1,3.9868,97.29,7.8538718
577.727,5,2,78,10,0.322580645,6,4,11,1,2.4332,126.27,7.8538718
538.663,4,1,77,9,0.433333333,5,4,8,1,2.6904,117.74,7.8538718
704.813,4,0,85,14,0.264705882,6,3,14,1,4.0623,137.46,7.8538718
573.736,3,1,81,11,0.448275862,6,4,8,2,1.135,141.65,7.8538718
376.819,3,2,44,8,0.277777778,5,2,3,1,3.4667,89.6,7.8538718
555.721,5,3,78,10,0.482758621,6,3,9,1,1.4277,117.48,7.8239088
485.63,4,2,67,9,0.4,5,3,8,1,0.8785,108.25,7.8239088
613.682,4,1,75,12,0.225806452,5,3,12,1,3.6637,116.21,7.8239088
431.58,3,1,65,5,0.37037037,4,2,7,1,5.4176,85.08,7.8239088
405.483,4,3,48,8,0.19047619,7,1,5,1,2.8281,101.54,7.8239088
534.721,4,2,83,7,0.5625,5,3,10,1,3.0861,97.29,7.8239088
587.763,3,1,84,11,0.466666667,6,4,7,2,1.3091,141.65,7.8239088
371.828,3,2,44,8,0.222222222,5,2,3,2,2.3793,100.68,7.8239088
439.494,5,3,55,7,0.153846154,6,1,4,0,3.78352,86.16,7.8096681
626.765,3,0,91,10,0.428571429,5,4,17,2,3.6245,115.71,7.7958798
429.608,4,1,67,4,0.428571429,3,2,7,1,6.05762,68.01,7.7958798
404.558,3,2,62,5,0.4,4,2,6,1,4.91842,80.9,7.7958798
574.689,4,2,83,10,0.548387097,5,5,13,2,1.0605,126.71,7.7958798
420.492,4,3,56,8,0.304347826,6,1,6,1,3.1606,89.4,7.7958798
607.841,5,3,90,9,0.558823529,7,3,12,1,4.6168,110.18,7.7958798
575.752,3,1,83,11,0.517241379,6,4,8,2,1.359,141.65,7.7958798
372.428,5,3,48,6,0.227272727,6,1,3,0,3.7903,82.62,7.7958798
652.74,4,0,82,12,0.235294118,6,3,14,1,3.7393,129.62,7.7695513
544.716,5,2,82,7,0.454545455,5,3,6,1,4.01952,97.29,7.7695513
719.894,5,2,105,11,0.487804878,5,4,16,3,3.9848,124.58,7.7695513
412.799,3,2,44,10,0.277777778,5,2,3,1,3.63022,89.6,7.7695513
649.756,4,1,85,13,0.40625,6,4,13,1,3.5414,124.58,7.7447276
607.797,5,1,86,10,0.424242424,6,4,12,1,3.0099,124.58,7.7447276
488.599,3,1,71,8,0.481481481,3,4,8,2,2.0393,95.04,7.7447276
637.823,4,0,90,11,0.411764706,6,4,14,2,2.8957,141.65,7.7447276
589.779,3,1,86,11,0.533333333,6,4,8,2,1.7491,141.65,7.7447276
358.445,4,1,49,5,0.318181818,4,1,1,1,3.17968,82.48,7.7447276
547.635,3,1,72,11,0.538461538,5,3,10,0,2.9015,98.39,7.7447276
526.698,4,2,82,8,0.6,6,3,10,1,3.1054,106.52,7.7399287
594.658,5,2,78,11,0.34375,5,3,11,2,3.6674,104.07,7.7212462
619.73,4,1,81,12,0.387096774,5,4,11,1,3.315,115.35,7.7212462
504.642,3,0,76,8,0.535714286,4,5,9,1,3.0507,98.2,7.7212462
571.742,5,2,85,8,0.382352941,6,4,7,1,4.1254,99.67,7.7212462
600.771,4,2,91,9,0.588235294,4,3,16,2,3.524,95.48,7.7212462
370.84,4,3,45,7,0.315789474,5,1,1,1,2.9451,80.81,7.7212462
437.756,3,2,42,13,0.3125,6,2,4,1,3.5184,94.53,7.7212462
566.638,3,2,74,13,0.64,7,3,10,0,2.3547,124.42,7.7212462
582.712,3,0,84,9,0.393939394,4,3,15,2,4.00962,95.48,7.6989698
653.791,3,0,94,11,0.416666667,5,4,17,3,3.8983,124.58,7.6989698
535.637,4,2,70,11,0.423076923,5,3,10,1,1.5138,108.25,7.6989698
511.668,5,2,71,9,0.444444444,5,3,9,1,1.4111,108.25,7.6989698
525.695,5,2,74,9,0.464285714,5,3,10,1,1.8012,108.25,7.6989698
470.45,5,3,54,10,0.208333333,5,2,4,0,2.543,77.71,7.6989698
405.433,4,2,50,8,0.181818182,6,1,4,1,2.63002,93.7,7.6989698
404.445,4,2,51,7,0.173913043,5,1,4,1,3.23502,80.81,7.6989698
550.676,4,1,72,9,0.233333333,4,2,9,1,4.6723,107.26,7.6989698
675.794,4,0,89,13,0.411764706,5,4,13,2,3.9059,132.42,7.6989698
415.415,4,1,50,8,0.272727273,4,1,6,1,4.0387,67.92,7.6989698
401.413,3,1,50,8,0.238095238,5,1,7,1,2.9779,77.15,7.6989698
415.44,3,1,53,8,0.272727273,5,1,8,1,3.368,77.15,7.6989698
369.371,3,1,44,7,0.2,4,1,4,1,2.6897,67.92,7.6989698
397.425,3,1,50,7,0.272727273,4,1,4,1,3.3258,67.92,7.6989698
395.409,4,1,48,7,0.272727273,4,1,4,1,3.0798,67.92,7.6989698
399.397,3,1,48,8,0.238095238,5,1,5,1,2.3162,77.15,7.6989698
413.424,3,1,51,8,0.272727273,5,1,6,1,2.7063,77.15,7.6989698
399.397,3,1,48,8,0.238095238,5,2,4,1,2.0506,88.15,7.6989698
401.413,4,1,50,8,0.333333333,5,1,7,1,3.1071,77.15,7.6989698
413.399,4,1,48,8,0.272727273,4,1,4,1,3.2189,67.92,7.6989698
427.426,4,1,51,8,0.304347826,4,1,4,1,3.52732,67.92,7.6989698
419.378,3,1,47,9,0.238095238,4,1,4,1,3.08682,67.92,7.6989698
409.533,4,1,58,4,0.185185185,3,2,6,1,5.28742,68.01,7.6989698
622.777,4,1,91,9,0.444444444,4,3,16,2,4.0212,95.48,7.6989698
417.517,4,3,58,8,0.347826087,7,1,5,1,2.8066,102.29,7.6989698
443.555,5,3,62,8,0.4,7,1,6,1,3.3408,102.29,7.6989698
406.465,4,3,53,8,0.272727273,6,1,5,1,2.7705,89.4,7.6989698
434.519,4,3,59,8,0.333333333,6,1,5,1,3.5507,89.4,7.6989698
434.519,4,3,59,8,0.333333333,6,1,7,1,3.5507,89.4,7.6989698
418.476,5,3,54,8,0.304347826,6,1,4,1,3.2296,89.4,7.6989698
566.719,6,4,85,9,0.625,7,3,9,1,2.976,115.75,7.6903696
613.682,4,1,75,12,0.225806452,5,3,12,1,3.6637,116.21,7.6777806
586.744,4,2,88,9,0.575757576,4,3,14,2,2.9898,95.48,7.6777806
565.654,3,2,75,13,0.64,7,3,10,0,2.0207,116.21,7.6777806
678.772,4,0,92,11,0.315789474,5,3,17,2,5.6326,104.71,7.6575775
527.711,4,2,76,9,0.464285714,5,3,10,1,2.0472,108.25,7.6575775
409.436,4,1,51,7,0.304347826,4,1,4,1,3.38822,67.92,7.6575775
386.908,4,3,45,7,0.315789474,5,1,1,1,3.6584,71.58,7.6575775
465.384,5,2,54,7,0.2,5,1,4,0,5.3451,63.21,7.6500001
524.682,5,3,80,8,0.6,6,3,8,1,2.8594,106.52,7.642065
499.657,4,2,70,9,0.423076923,5,3,9,1,1.2686,108.25,7.6382723
633.757,4,1,84,12,0.40625,5,4,12,1,3.84122,115.35,7.6382723
593.67,5,2,79,10,0.333333333,4,3,11,2,4.2724,91.18,7.6382723
583.819,4,2,88,9,0.53125,5,3,13,1,3.8111,108.25,7.6382723
583.775,5,3,84,10,0.516129032,6,3,10,1,2.2063,117.48,7.6382723
612.694,4,0,76,11,0.21875,4,3,12,1,4.2687,103.32,7.6382723
607.573,4,2,77,9,0.322580645,5,3,12,2,3.9644,104.07,7.6382723
588.716,4,2,86,10,0.5625,5,3,15,2,1.9802,104.71,7.6382723
403.91,4,2,46,7,0.3,4,1,1,1,4.4025,58.69,7.6382723
376.819,3,2,44,8,0.277777778,5,2,3,1,3.1191,89.6,7.6382723
470.43,5,3,52,11,0.217391304,7,1,5,0,3.6663,88.99,7.6300001
489.627,3,0,74,7,0.535714286,3,4,8,1,3.0642,86.17,7.6197886
519.722,3,0,77,7,0.551724138,3,3,9,1,4.4349,65.94,7.6197886
536.578,6,2,75,4,0.580645161,1,1,3,1,5.5715,36.92,7.6197886
479.638,3,1,69,8,0.52,5,3,7,0,2.1843,106.23,7.6197886
385.87,4,1,48,6,0.333333333,3,1,1,1,4.1005,58.69,7.6197886
673.803,4,1,90,13,0.411764706,7,3,15,1,3.5196,134.14,7.6020598
548.792,4,1,90,6,0.588235294,3,3,12,2,4.1692,86.25,7.6020598
613.682,4,1,75,12,0.225806452,5,3,12,1,3.6637,116.21,7.6020598
558.69,4,2,82,9,0.548387097,4,4,13,2,2.0897,106.48,7.6020598
507.648,4,2,71,9,0.538461538,6,3,7,0,1.5632,115.46,7.6020598
463.338,3,2,47,14,0.333333333,7,2,5,1,3.0045,111.72,7.6020598
593.67,5,2,79,10,0.333333333,3,4,11,2,4.3415,102.04,7.5850267
649.78,5,2,87,13,0.46875,5,4,10,1,-0.0861,111,7.5850267
557.659,3,1,74,12,0.5,5,4,11,1,2.0484,115.35,7.5850267
626.721,4,0,79,11,0.242424242,4,3,12,1,4.57712,103.32,7.5850267
650.747,5,3,89,12,0.4,7,3,13,2,3.6478,122.53,7.5850267
422.532,4,2,58,5,0.222222222,5,1,4,0,4.77824,72.86,7.5850267
398.772,3,2,41,10,0.235294118,5,2,3,1,3.3218,89.6,7.5850267
433.217,3,2,41,11,0.235294118,5,2,3,1,3.9752,89.6,7.5850267
573.714,6,4,83,9,0.484848485,7,3,9,1,3.5058,119.41,7.5833597
707.82,4,0,91,13,0.243243243,7,3,17,1,4.4633,134.14,7.5686364
706.876,4,0,96,11,0.333333333,6,3,18,2,5.861,104.71,7.5686364
517.694,4,2,79,7,0.419354839,5,4,6,1,3.56352,100.09,7.5686364
443.635,4,1,70,4,0.448275862,3,2,7,1,6.30362,68.01,7.5686364
395.341,3,2,44,11,0.294117647,7,2,4,1,2.072,111.72,7.5686364
374.803,4,2,42,8,0.277777778,5,2,3,1,2.729,89.6,7.5686364
594.658,5,2,78,11,0.34375,5,3,11,2,3.6674,104.07,7.5528421
576.719,5,2,77,10,0.322580645,7,4,10,1,4.1718,121.69,7.5528421
608.71,4,2,84,11,0.363636364,6,3,13,2,3.7347,113.3,7.5528421
501.648,4,2,69,9,0.423076923,5,4,6,0,2.1757,125.68,7.5528421
404.297,4,2,46,7,0.3,4,1,1,1,4.2035,67.92,7.5528421
401.413,4,2,50,8,0.333333333,5,1,3,1,3.4981,77.15,7.5528421
451.452,5,3,53,9,0.208333333,6,1,4,0,3.8176,76.1,7.54
542.672,5,3,80,9,0.6,6,3,9,1,3.155,106.52,7.5391021
623.718,5,3,81,13,0.5,6,3,10,1,2.3602,117.48,7.5376019
493.115,6,3,74,5,0.6,2,1,3,1,4.8574,49.81,7.5376019
579.787,5,3,84,9,0.53125,7,3,11,1,3.8382,110.18,7.5376019
471.414,5,3,51,11,0.173913043,7,1,4,0,4.0039,85.33,7.5228786
387.443,4,2,50,7,0.181818182,6,1,4,1,2.49092,93.7,7.5228786
372.432,4,3,48,7,0.19047619,6,1,4,1,2.1313,97.36,7.5228786
372.428,4,2,48,6,0.136363636,5,1,4,1,2.7875,80.81,7.5228786
361.38,4,3,43,7,0.1,5,1,3,1,2.313,84.47,7.5228786
390.418,4,2,48,7,0.136363636,5,1,4,1,2.9266,80.81,7.5228786
422.435,4,2,51,8,0.173913043,5,1,6,1,3.2663,80.81,7.5228786
387.43,3,1,51,7,0.333333333,4,1,7,1,3.6609,67.92,7.5228786
421.394,3,1,49,9,0.238095238,4,1,7,1,3.9867,67.92,7.5228786
397.425,3,1,50,7,0.272727273,4,1,5,1,3.4699,67.92,7.5228786
411.355,3,1,46,10,0.263157895,5,1,7,1,2.9622,77.15,7.5228786
455.383,3,1,50,11,0.238095238,5,1,8,1,4.0067,77.15,7.5228786
437.393,3,1,50,10,0.238095238,5,1,8,1,3.8676,77.15,7.5228786
429.442,3,1,53,8,0.304347826,4,1,5,1,3.91742,67.92,7.5228786
636.72,5,3,86,12,0.382352941,7,3,12,2,3.2577,122.53,7.5228786
628.14,4,1,82,11,0.333333333,5,3,13,2,4.7471,100.41,7.5228786
389.463,4,3,52,8,0.285714286,7,1,5,1,2.0264,102.29,7.5228786
403.49,4,3,55,8,0.318181818,7,1,6,1,2.4165,102.29,7.5228786
396.401,4,3,47,9,0.2,6,1,4,1,2.2735,89.4,7.5228786
432.381,4,3,47,11,0.2,6,1,4,1,2.6768,89.4,7.5228786
384.411,4,3,41,8,0.105263158,5,1,3,1,3.1186,71.58,7.5228786
352.413,4,2,47,6,0.35,4,1,1,1,2.8421,71.58,7.5228786
368.868,4,2,47,6,0.35,4,1,1,1,3.3564,71.58,7.5228786
487.432,5,3,53,11,0.208333333,6,1,5,0,4.4104,76.1,7.52
568.685,3,0,81,9,0.375,4,3,15,2,3.7012,95.48,7.5086384
721.847,5,1,94,13,0.315789474,7,3,15,1,4.3098,134.14,7.5086384
416.55,4,2,54,6,0.208333333,5,2,6,1,4.74392,80.9,7.5086384
525.617,3,2,76,11,0.653846154,5,5,10,3,-0.4086,135.58,7.5086384
362.792,3,2,41,8,0.235294118,5,2,3,1,2.729,89.6,7.5086384
386.858,4,2,47,7,0.35,4,2,3,1,4.2728,80.37,7.5086384
603.634,4,2,73,14,0.444444444,5,3,10,1,2.4463,108.25,7.4948502
566.788,3,0,84,8,0.40625,4,3,15,1,4.2645,103.32,7.4948502
608.71,4,2,84,11,0.363636364,6,3,14,2,3.8788,113.3,7.4948502
610.722,4,1,86,10,0.411764706,5,3,16,2,2.6215,104.71,7.4948502
591.688,3,1,79,12,0.571428571,6,3,10,0,3.1318,115.46,7.4948502
388.349,3,2,43,9,0.210526316,5,2,3,1,2.6497,89.6,7.4948502
358.853,3,2,46,7,0.277777778,4,3,3,1,1.088,84.81,7.4948502
541.625,3,0,76,9,0.551724138,2,3,8,1,4.8818,65.94,7.4814858
594.683,4,2,81,11,0.34375,6,3,13,2,3.4887,113.3,7.4814858
573.758,5,3,87,8,0.5,6,3,11,1,3.7767,110.18,7.4814858
449.612,3,1,65,7,0.5,4,3,6,0,2.1281,89.16,7.4814858
591.704,6,4,83,10,0.484848485,7,3,9,1,3.6449,119.41,7.4788618
595.646,5,2,77,12,0.35483871,6,3,11,2,3.0624,116.96,7.4685211
453.448,5,3,53,10,0.217391304,6,2,4,0,1.7989,90.6,7.4685211
401.554,4,1,61,4,0.384615385,3,2,6,1,5.42152,68.01,7.4685211
615.766,4,2,91,11,0.545454545,4,5,13,3,0.4539,142.99,7.4685211
510.646,3,2,78,9,0.703703704,4,3,12,2,1.767,95.48,7.4559321
449.411,5,3,48,9,0.083333333,5,1,4,0,4.7652,77.05,7.4546928
598.658,4,2,82,12,0.6,6,3,12,1,4.291,106.52,7.4534574
406.873,4,2,48,7,0.136363636,5,1,4,1,3.4409,80.81,7.4436975
472.697,6,3,77,4,0.612903226,2,1,3,1,4.51242,49.81,7.4436975
